ENTRYID	form	gloss	CONCEPTICON_GLOSS	CONCEPTICON_ID	gfn	language	source	srcid	note
207193	tɕih⁵³	eat	EAT	1336	1431	Puroik	ZMYYC		
188680	mə³³ ri³³	egg	EGG	744	1431	Puroik	ZMYYC		
226828	la³³	eight	EIGHT	1705	1431	Puroik	ZMYYC		
192148	kək³³	eye	EYE	1248	1431	Puroik	ZMYYC		
221677	a³³ ciɛ³³	far	FAR	1406	1431	Puroik	ZMYYC		
196279	a³³ pa³³	father	FATHER	1217	1431	Puroik	ZMYYC		
216169	tsa⁵³ ɣɛ⁵³	fight	FIGHT	1423	1431	Puroik	ZMYYC		
182305	bæ³³	fire	FIRE	221	1431	Puroik	ZMYYC		
203878	heʴn³³	firewood	FIREWOOD	10	1431	Puroik	ZMYYC		
187711	ka³³ fuaŋ⁵³	fish	FISH	227	1431	Puroik	ZMYYC		
226675	wu³³	five	FIVE	493	1431	Puroik	ZMYYC		
188221	kə³³ vit³³	flea	FLEA	232	1431	Puroik	ZMYYC		
218566	guɛ³³	flow	FLOW	2003	1431	Puroik	ZMYYC		
191638	mə³³ buat⁵³	flower	FLOWER	239	1431	Puroik	ZMYYC		
219892	pie³³	fly	FLY (MOVE THROUGH AIR)	1441	1431	Puroik	ZMYYC		
180622	kə³³ tɯ³³ sɯ³³	fog	FOG	249	1431	Puroik	ZMYYC		
193423	læ³³	foot	FOOT	1301	1431	Puroik	ZMYYC		
217036	ba³³ mi³³ lua³³	forget	FORGET	1523	1431	Puroik	ZMYYC		
226624	vəʴi³³	four	FOUR	1500	1431	Puroik	ZMYYC		
187660	ɣɯ⁵³	frog	FROG	503	1431	Puroik	ZMYYC		
182611	a³³ bɯ⁵³	front	FRONT (PART)	2194	1431	Puroik	ZMYYC		
180673	kə³³ ɣuaŋ⁵³ puaŋ¹¹	frost	FROST	2034	1431	Puroik	ZMYYC		
190873	a³³ vɛ⁵³	fruit	FRUIT	1507	1431	Puroik	ZMYYC		
223156	liɛ³³	full	FULL	1429	1431	Puroik	ZMYYC		
215404	taŋ³³	give / send / deliver	GIVE	1447	1431	Puroik	ZMYYC		
185977	sə³³ ɣu³³	goat	GOAT	1502	1431	Puroik	ZMYYC		
223870	a³³ niaŋ¹¹	good	GOOD	1035	1431	Puroik	ZMYYC		
191128	mei³³ dar³³	grass	GRASS	606	1431	Puroik	ZMYYC		
222952	a³³ riɛ³³	green	GREEN	1425	1431	Puroik	ZMYYC		
180775	aŋ³³ viȶ⁵³	hail	HAIL	609	1431	Puroik	ZMYYC		
191944	kə³³ ʑak³³	hair of head	HAIR	1040	1431	Puroik	ZMYYC		
188782	a³³ muȵ³³	hair / fur	HAIR (BODY)	189	1431	Puroik	ZMYYC		
192811	geȶ³³	hand	HAND	1277	1431	Puroik	ZMYYC		
222391	a³³ siet³³	hard	HARD	1884	1431	Puroik	ZMYYC		
229786	væ³³	he / she	HE OR SHE OR IT	262	1431	Puroik	ZMYYC		
191842	kɔ⁵³	head	HEAD	1256	1431	Puroik	ZMYYC		
207142	ɣɔŋ	listen	HEAR	1408	1431	Puroik	ZMYYC		
193882	lok³³	heart	HEART	1223	1431	Puroik	ZMYYC		
222340	a³³ lei³³	heavy	HEAVY	1210	1431	Puroik	ZMYYC		
230092	həŋ³³ na⁵³ la¹¹	here	HERE	136	1431	Puroik	ZMYYC		
214078	ɣɯ³³ ɣə⁵³	hide	HIDE (CONCEAL)	602	1431	Puroik	ZMYYC		
220912	a³³ gɹa³³	high / tall	HIGH	1265	1431	Puroik	ZMYYC		
208111	jik³³	grip / hold	HOLD	1448	1431	Puroik	ZMYYC		
188935	ɕi³³ læ³³	hoof	HOOF	152	1431	Puroik	ZMYYC		
221983	a³³ vien⁵³	horizontal	HORIZONTAL	2376	1431	Puroik	ZMYYC		
188986	a³³ kə³³ vuaŋ³³	horn	HORN (ANATOMY)	1393	1431	Puroik	ZMYYC		
185773	ɕi³³ chəʴ³³	horse	HORSE	615	1431	Puroik	ZMYYC		
225043	a³³ ɟit³³	hot	HOT	1286	1431	Puroik	ZMYYC		
197758	tɕok³³	house	HOUSE	1252	1431	Puroik	ZMYYC		
227899	ləŋ³³	hundred	HUNDRED	1634	1431	Puroik	ZMYYC		
214996	mə³³ kaȶ⁵³	hunt	HUNT	1435	1431	Puroik	ZMYYC		
197197	a³³ ve¹¹	husband	HUSBAND	1200	1431	Puroik	ZMYYC		
229429	goh⁵³	I	I	1209	1431	Puroik	ZMYYC		
180571	tɕak³³ kə³³	ice	ICE	617	1431	Puroik	ZMYYC		
183019	a³³ ɹaŋ⁵³	inside	INSIDE	1606	1431	Puroik	ZMYYC		
212293	waʴt³³	kill	KILL	1417	1431	Puroik	ZMYYC		
200869	tɕe³³	knife	KNIFE	1352	1431	Puroik	ZMYYC		
216832	daȶ³³	know	KNOW (SOMETHING)	1410	1431	Puroik	ZMYYC		
181030	a³³ man³³	lake	LAKE	624	1431	Puroik	ZMYYC		
224533	θə³³	late	LATE	477	1431	Puroik	ZMYYC		
216577	ɣuɛ³³	laugh	LAUGH	1355	1431	Puroik	ZMYYC		
191434	heʴn³³ lɯk³³	leaf	LEAF	628	1431	Puroik	ZMYYC		
182713	pua³³ fe³³ ha⁵³	left	LEFT	244	1431	Puroik	ZMYYC		
207397	la⁵³; via³³	lick	LICK	319	1431	Puroik	ZMYYC		
222289	a³³ tua⁵³	light	LIGHT (WEIGHT)	1052	1431	Puroik	ZMYYC		
192403	kə³³ kiɛ³³	lip	LIP	478	1431	Puroik	ZMYYC		
193933	a³³ pie⁵³	liver	LIVER	1224	1431	Puroik	ZMYYC		
221269	a³³ pɹaŋ⁵³	long	LONG	1203	1431	Puroik	ZMYYC		
188272	pə³³ ɣæ⁵³	louse	LOUSE	1392	1431	Puroik	ZMYYC		
193984	a³³ pɯ³³ ɕiə⁵³	lung	LUNG	688	1431	Puroik	ZMYYC		
194800	a³³ fu¹¹	man (male person)	MALE PERSON	2106	1431	Puroik	ZMYYC		
221779	a³³ dʑɛ³³	many / much	MANY	1198	1431	Puroik	ZMYYC		
215506	tap³³; lu⁵³	marry (a man)	MARRY (AS MAN)	2164	1431	Puroik	ZMYYC		
200359	mə³³ rik³³	meat / flesh	MEAT	634	1431	Puroik	ZMYYC		
185314	a³³ ri⁵³ lo⁵³	noon	MIDDAY	12	1431	Puroik	ZMYYC		
182866	a³³ lo⁵³ lui³³	middle	MIDDLE	1093	1431	Puroik	ZMYYC		
180163	aŋ³³ bo³³	moon	MOON	1313	1431	Puroik	ZMYYC		
185263	a³³ pɹæʴ⁵³	morning	MORNING	1339	1431	Puroik	ZMYYC		
188425	tɕuoŋ³³ kə³³ ɹa³³	mosquito	MOSQUITO	1509	1431	Puroik	ZMYYC		
196330	a³³ ma³³	mother	MOTHER	1216	1431	Puroik	ZMYYC		
181285	gɹaŋ³³	mountain	MOUNTAIN	639	1431	Puroik	ZMYYC		
192352	ɕək³³	mouth	MOUTH	674	1431	Puroik	ZMYYC		
181642	kə³³ paŋ³³	mud	MUD	640	1431	Puroik	ZMYYC		
186844	a³³ buɛ⁵³	rat / mouse	MUROID (MOUSE OR RAT)	2139	1431	Puroik	ZMYYC		
206377	a³³ bɛʴŋ³³	name	NAME	1405	1431	Puroik	ZMYYC		
221626	a³³ dak⁵³	narrow	NARROW	1267	1431	Puroik	ZMYYC		
221728	a³³ nui³³	near	NEAR	1942	1431	Puroik	ZMYYC		
192658	kə³³ tuoŋ³³	neck	NECK	1333	1431	Puroik	ZMYYC		
201430	pə³³ miȶ³³	needle	NEEDLE (FOR SEWING)	1382	1431	Puroik	ZMYYC		
224176	a³³faȶ³³	new	NEW	1231	1431	Puroik	ZMYYC		
226879	dɔŋ³³ gɛʴ⁵³	nine	NINE	1483	1431	Puroik	ZMYYC		
192250	pɔk³³	nose	NOSE	1221	1431	Puroik	ZMYYC		
223717	a³³ mat³³	old (of people)	OLD (AGED)	2112	1431	Puroik	ZMYYC		
226471	ɦui³³	one	ONE	1493	1431	Puroik	ZMYYC		
186793	kua³³ bə³³ gæ⁵³	otter	OTTER	15	1431	Puroik	ZMYYC		
183070	tɕok³³ θaŋ³³	outside	OUTSIDE	762	1431	Puroik	ZMYYC		
185875	mə³³ du³³	pig	PIG	1337	1431	Puroik	ZMYYC		
210508	θæ³³	plant	PLANT (SOMETHING)	1486	1431	Puroik	ZMYYC		
214690	læ³³	play	PLAY	1413	1431	Puroik	ZMYYC		
208672	rue³³	pull	PULL	1455	1431	Puroik	ZMYYC		
208723	noŋ³³	push	PUSH	1452	1431	Puroik	ZMYYC		
218260	pɹu³³	rain	RAIN (PRECIPITATION)	658	1431	Puroik	ZMYYC		
180826	kə³³ leȵ³³	rainbow	RAINBOW	1733	1431	Puroik	ZMYYC		
222697	a³³ jiȶ³³	red	RED	156	1431	Puroik	ZMYYC		
189496	aŋ³³	rice (plant)	RICE PLANT	2026	1431	Puroik	ZMYYC		
182764	pua³³ zuɛ⁵³ ha⁵³	right	RIGHT	1019	1431	Puroik	ZMYYC		
180928	kua³³ ɣua³³	river	RIVER	666	1431	Puroik	ZMYYC		
204184	pə³³ zuɛ³³	road / way	ROAD	667	1431	Puroik	ZMYYC		
191332	heʴh³³ kuŋ³³	root	ROOT	670	1431	Puroik	ZMYYC		
201532	mə³³ tak³³	rope	ROPE	1218	1431	Puroik	ZMYYC		
221167	a³³ bɯ³³	round	ROUND	1395	1431	Puroik	ZMYYC		
209233	riȶ³³	run	RUN	1519	1431	Puroik	ZMYYC		
200308	hɔŋ³³	salt	SALT	1274	1431	Puroik	ZMYYC		
225451	a³³ cɛt³³	salty	SALTY	1091	1431	Puroik	ZMYYC		
182203	pɹæʴ³³ tsət³³	sand	SAND	671	1431	Puroik	ZMYYC		
208315	boʴ⁵³	scratch	SCRATCH	1436	1431	Puroik	ZMYYC		
206989	daȶ³³	see	SEE	1409	1431	Puroik	ZMYYC		
191230	mə³³ θæ⁵³	seed	SEED	714	1431	Puroik	ZMYYC		
226777	liɛ³³	seven	SEVEN	1704	1431	Puroik	ZMYYC		
224380	a³³ tua⁵³	sharp	SHARP	1396	1431	Puroik	ZMYYC		
186028	dʑua⁵³ mua¹¹	sheep	SHEEP	1331	1431	Puroik	ZMYYC		
194392	θɔŋ⁵³	excrement	SHIT (DEFECATE)	676	1431	Puroik	ZMYYC		
215098	re⁵³	shoot	SHOOT	1172	1431	Puroik	ZMYYC		
221320	a³³ tuoŋ³³	short	SHORT	1645	1431	Puroik	ZMYYC		
192760	pua³³ tok¹¹	shoulder	SHOULDER	1482	1431	Puroik	ZMYYC		
214843	bɹəʴ³³	sing	SING	1261	1431	Puroik	ZMYYC		
226726	ɣək³³	six	SIX	1703	1431	Puroik	ZMYYC		
193576	a³³ kə⁵³	skin	SKIN	763	1431	Puroik	ZMYYC		
180061	kə³³ məŋ⁵³	sky	SKY	1732	1431	Puroik	ZMYYC		
209692	ɣəŋ³³	sleep	SLEEP	1585	1431	Puroik	ZMYYC		
220861	ciaŋ³³	small	SMALL	1246	1431	Puroik	ZMYYC		
207958	naŋ³³	smell	SMELL (PERCEIVE)	1586	1431	Puroik	ZMYYC		
182356	bæ³³ kɯ³³	smoke	SMOKE (EXHAUST)	778	1431	Puroik	ZMYYC		
224992	a³³ ɣəi³³	smooth	SMOOTH	1234	1431	Puroik	ZMYYC		
187762	pɯh⁵³	snake	SNAKE	730	1431	Puroik	ZMYYC		
180469	kə³³ ʑɯh⁵³	snow	SNOW	784	1431	Puroik	ZMYYC		
222442	a³³ ɟiek³³	soft	SOFT	1856	1431	Puroik	ZMYYC		
197299	a³³ du³³ fu¹¹	son	SON	1620	1431	Puroik	ZMYYC		
187558	pə³³ tu³³ du³³	sparrow	SPARROW	1854	1431	Puroik	ZMYYC		
188119	wuoŋ³³	spider	SPIDER	843	1431	Puroik	ZMYYC		
209029	cin³³ pua¹¹	stand	STAND	1442	1431	Puroik	ZMYYC		
180214	ha³³ ɣat⁵³	star	STAR	1430	1431	Puroik	ZMYYC		
216475	mə³³ ɣa³³	steal	STEAL	713	1431	Puroik	ZMYYC		
201889	mə³³ ciaŋ³³ kuaŋ³³	stick	STICK	1295	1431	Puroik	ZMYYC		
182152	kə³³ pɔʴ³³	stone / rock	STONE	857	1431	Puroik	ZMYYC		
221881	a³³ tak³³	straight	STRAIGHT	1404	1431	Puroik	ZMYYC		
180112	kə³³ ri³³	sun	SUN	1343	1431	Puroik	ZMYYC		
189037	a³³ ȵuk³³ kuaŋ³³	tail	TAIL	1220	1431	Puroik	ZMYYC		
226930	suat⁵³ pa⁵³	ten	TEN	1515	1431	Puroik	ZMYYC		
230143	ɟeh⁵³(la⁵³)	that	THAT	78	1431	Puroik	ZMYYC		
230194	ɟeh⁵³ la⁵³	there	THERE	1937	1431	Puroik	ZMYYC		
223054	a³³ tsɯ³³	thick	THICK	1244	1431	Puroik	ZMYYC		
221524	a³³ tɕak⁵³	thin	THIN (OF SHAPE OF OBJECT)	2249	1431	Puroik	ZMYYC		
217087	mi³³	think	THINK (REFLECT)	1415	1431	Puroik	ZMYYC		
230041	həŋ³³	this	THIS	1214	1431	Puroik	ZMYYC		
229633	nah⁵³	you (sg.)	THOU	1215	1431	Puroik	ZMYYC		
226573	ɣɯək³³	three	THREE	492	1431	Puroik	ZMYYC		
208468	tuȶ³³ mak³³	throw	THROW	1456	1431	Puroik	ZMYYC		
180265	ɣə³³ mək³³	thunder	THUNDER	1150	1431	Puroik	ZMYYC		
186334	a³³ vuat⁵³ bua¹¹	tiger	TIGER	846	1431	Puroik	ZMYYC		
184549	ha³³ riu³³ ri⁵³	today	TODAY	1283	1431	Puroik	ZMYYC		
184702	pia³³ pɹæ⁵³	tomorrow	TOMORROW	1329	1431	Puroik	ZMYYC		
192505	rye³³	tongue	TONGUE	1205	1431	Puroik	ZMYYC		
192454	kə³³ tuaŋ³³	tooth	TOOTH	1380	1431	Puroik	ZMYYC		
189088	heʴn³³	tree	TREE	906	1431	Puroik	ZMYYC		
227440	suat³³ ȵi³³	twenty	TWENTY	1710	1431	Puroik	ZMYYC		
226522	ȵi³³	two	TWO	1498	1431	Puroik	ZMYYC		
207703	muɛ³³	vomit	VOMIT	1278	1431	Puroik	ZMYYC		
209182	u³³	walk	WALK	1443	1431	Puroik	ZMYYC		
180520	kua³³	water	WATER	948	1431	Puroik	ZMYYC		
229531	gə³³ ɣəȵ³³	we	WE (INCLUSIVE)	1131	1431	Puroik	ZMYYC		
224125	a³³ çiak³³	wet	WET	1726	1431	Puroik	ZMYYC		
230296	hi⁵³ ɟeh⁵³	what	WHAT	1236	1431	Puroik	ZMYYC		
189598	pak³³ tɕe³³	wheat	WHEAT	1077	1431	Puroik	ZMYYC		
230398	kə³³ la⁵³ la¹¹	where	WHERE	1237	1431	Puroik	ZMYYC		
222850	a³³ rioŋ³³	white	WHITE	1335	1431	Puroik	ZMYYC		
230245	ha³³	who	WHO	1235	1431	Puroik	ZMYYC		
197248	a³³ ʑu¹¹	wife	WIFE	1199	1431	Puroik	ZMYYC		
180367	aŋ³³ huȶ⁵³	wind	WIND	960	1431	Puroik	ZMYYC		
188731	a³³ juȶ³³	wing	WING	1257	1431	Puroik	ZMYYC		
211834	hɹaŋ³³	wipe	WIPE	1454	1431	Puroik	ZMYYC		
186640	ɕə³³ tɕa³³	wolf	WOLF	522	1431	Puroik	ZMYYC		
194851	a³³ mui⁵³	woman	WOMAN	962	1431	Puroik	ZMYYC		
203929	heʴn³³	wood	WOOD	1803	1431	Puroik	ZMYYC		
183223	a³³ dɯ⁵³	year	YEAR	1226	1431	Puroik	ZMYYC		
222748	a³³ riɛ³³	yellow	YELLOW	1424	1431	Puroik	ZMYYC		
184600	bie³³ ri⁵³	yesterday	YESTERDAY	1174	1431	Puroik	ZMYYC		
229735	nah³³ ɣəȵ³³	you (pl.)	YOU	1213	1431	Puroik	ZMYYC		
223768	a³³ dɯ⁵³ ba³³ bua³³	young	YOUNG	1207	1431	Puroik	ZMYYC		
